FY 2022-23 SSS Grantees (MS Excel),,,Institutional Type,Private/Public/2-years,,John Paul,Aminah,Bethle,,,,
P042A201073,Rogue Community College District,,,,OR,,,,,155,"$261,888.00 ",Regular
P042A211967,Southern Oregon University,,,,OR,,,,,190,"$325,598.00 ",Regular
P042A221518,Southwestern Oregon Community College,,,,OR,,,,,160,"$346,835.00 ",
P042A200016,Umpqua Community College,,,,OR,,,,,165,"$320,797.00 ",Regular
P042A200222,University of Oregon,,,,OR,,,,,360,"$624,299.00 ",Regular
P042A200166,Western Oregon University,,,,OR,,,,,140,"$261,888.00 ",TeacherPrep
P042A200545,Western Oregon University,,,,OR,,,,,250,"$393,363.00 ",Regular
P042A200734,Bloomsburg University of Pennsylvania,,,,PA,,,,,200,"$319,609.00 ",Regular
P042A200087,California University of Pennsylvania,,,,PA,,,,,175,"$338,972.00 ",Regular
P042A201021,Carlow University,,,,PA,,,,,140,"$261,888.00 ",Regular
P042A201825,Cheyney University of Pennsylvania,,,,PA,,,,,144,"$261,888.00 ",Regular
P042A201720,Cheyney University of Pennsylvania,,,,PA,,,,,140,"$261,888.00 ",STEM
P042A200253,Clarion University of Pennsylvania,,,,PA,,,,,206,"$392,459.00 ",Regular
P042A200261,Commonwealth Technical Institute/ Hiram G. Andrews Center,,,,PA,,,,,140,"$261,888.00 ",Disabled
P042A200741,Community College of Philadelphia,,,,PA,,,,,225,"$306,037.00 ",Regular
P042A200767,Gannon University,,,,PA,,,,,150,"$261,888.00 ",Regular
P042A201501,Harcum College,,,,PA,,,,,170,"$348,402.00 ",Regular
P042A200739,Kutztown University,,,,PA,,,,,175,"$348,007.00 ",Regular
P042A200466,Lock Haven University of Pennsylvania,,,,PA,,,,,230,"$338,971.00 ",Regular
P042A200370,Mansfield University of Pennsylvania,,,,PA,,,,,200,"$275,105.00 ",Regular
P042A200751,Neumann University,,,,PA,,,,,140,"$261,888.00 ",Regular
P042A200205,Pennsylvania Institute of Technology,,,,PA,,,,,175,"$364,786.00 ",Regular
P042A201891,Pennsylvania State University/ University Park,,,,PA,,,,,175,"$346,897.00 ",Regular
P042A201387,Pennsylvania State University/ University Park,,,,PA,,,,,160,"$335,110.00 ",Regular
P042A201684,Reading Area Community College,,,,PA,,,,,250,"$395,303.00 ",Regular
P042A201104,Saint Vincent College,,,,PA,,,,,140,"$261,888.00 ",Regular
P042A211132,Seton Hill University,,,,PA,,,,,170,"$331,701.00 ",Regular
P042A201313,Susquehanna University,,,,PA,,,,,160,"$261,888.00 ",Regular
P042A200318,University of Pennsylvania,,,,PA,,,,,180,"$330,762.00 ",Regular
P042A200464,University of Pittsburgh,,,,PA,,,,,250,"$470,619.00 ",Regular
P042A200334,University of Pittsburgh / Bradford,,,,PA,,,,,160,"$275,100.00 ",Regular
P042A201414,Westminster College,,,,PA,,,,,140,"$261,888.00 ",Regular
P042A201195,Westmoreland County Community College,,,,PA,,,,,225,"$321,662.00 ",Regular
P042A200290,American University of Puerto Rico,,,,PR,,,,,140,"$261,888.00 ",Regular
P042A201318,Inter American University of Puerto Rico/ Aguadilla,,,,PR,,,,,227,"$367,635.00 ",Regular
P042A201477,Inter American University of Puerto Rico/ Baranquitas,,,,PR,,,,,144,"$261,888.00 ",Regular
P042A201460,San Juan University College,,,,PR,,,,,315,"$385,424.00 ",Regular
P042A200151,Universidad Adventista De Las Antillas,,,,PR,,,,,140,"$261,888.00 ",ESL
P042A200148,Universidad Adventista De Las Antillas,,,,PR,,,,,140,"$261,888.00 ",Regular
P042A221600,Universidad Ana G. Mendez/ Cupey,,,,PR,,,,,215,"$347,999.00 ",
P042A200624,Universidad Del Sagrado Corazon,,,,PR,,,,,618,"$682,195.00 ",Regular
P042A201565,Universidad del Sagrado Corazon,,,,PR,,,,,100,"$261,888.00 ",Disabled
P042A200706,Universidad Del Turabo/ Gurabo,,,,PR,,,,,283,"$345,825.00 ",Regular
P042A201815,Universidad Politecnica De Puerto Rico,,,,PR,,,,,140,"$261,888.00 ",STEM
P042A201781,Universidad Politecnica De Puerto Rico,,,,PR,,,,,140,"$261,888.00 ",ESL
P042A201746,Universidad Politecnica De Puerto Rico/ San Juan,,,,PR,,,,,237,"$354,936.00 ",Regular
P042A201496,University of Puerto Rico,,,,PR,,,,,412,"$438,714.00 ",Regular
P042A200999,University of Puerto Rico/ Arecibo,,,,PR,,,,,221,"$366,187.00 ",Regular
P042A201100,University of Puerto Rico/ Humacao,,,,PR,,,,,300,"$414,828.00 ",Regular
P042A201113,Community College of Rhode Island,,,,RI,,,,,300,"$398,478.00 ",Regular
P042A201205,Community College of Rhode Island,,,,RI,,,,,140,"$261,888.00 ",Regular
P042A200473,Community College of Rhode Island,,,,RI,,,,,100,"$261,888.00 ",Disabled
P042A200328,Rhode Island College,,,,RI,,,,,140,"$261,888.00 ",Regular
P042A200329,Rhode Island College,,,,RI,,,,,120,"$261,888.00 ",STEM
P042A200139,Central Carolina Technical College,,,,SC,,,,,165,"$275,105.00 ",Regular
P042A201041,Claflin University,,,,SC,,,,,165,"$335,110.00 ",Regular
P042A201830,Clinton College,,,,SC,,,,,100,"$154,714.00 ",Regular
P042A201471,Coker University,,,,SC,,,,,140,"$261,888.00 ",Regular
P042A200474,Florence-Darlington Technical College,,,,SC,,,,,167,"$275,105.00 ",Regular
P042A201811,Greenville Technical College,,,,SC,,,,,350,"$465,516.00 ",Regular
P042A201091,Horry-Georgetown Technical College,,,,SC,,,,,144,"$261,888.00 ",Regular
P042A200824,Lander University,,,,SC,,,,,160,"$267,093.00 ",Regular
P042A200194,Midlands Technical College/ Airport and Beltline,,,,SC,,,,,185,"$335,111.00 ",Regular
P042A201617,Morris College,,,,SC,,,,,200,"$335,842.00 ",Regular
P042A201814,Orangeburg-calhoun Technical College,,,,SC,,,,,209,"$337,861.00 ",Regular
P042A211317,Piedmont Technical College,,,,SC,,,,,165,"$314,574.00 ",Regular
P042A200718,South Carolina State University,,,,SC,,,,,160,"$294,721.00 ",Regular
P042A200280,Spartanburg Community College,,,,SC,,,,,185,"$329,230.00 ",Regular
P042A200260,Technical College of the Low country,,,,SC,,,,,160,"$335,132.00 ",Regular
P042A200367,Trident Technical College,,,,SC,,,,,180,"$353,597.00 ",Regular
P042A201238,University of South Carolina,,,,SC,,,,,150,"$335,111.00 ",Regular
P042A201243,University of South Carolina/ Columbia,,,,SC,,,,,361,"$398,126.00 ",Regular
P042A200360,University of South Carolina/ Lancaster,,,,SC,,,,,165,"$305,706.00 ",Regular
P042A201304,University of South Carolina/ Salkehatchie,,,,SC,,,,,160,"$285,774.00 ",Regular
P042A201686,University of South Carolina/ Spartanburg-Upstate,,,,SC,,,,,160,"$335,110.00 ",Regular
P042A201805,Voorhees College,,,,SC,,,,,175,"$292,899.00 ",Regular
P042A200283,Winthrop University,,,,SC,,,,,160,"$275,105.00 ",Regular
P042A201965,York Technical College,,,,SC,,,,,120,"$261,888.00 ",STEM
P042A201807,York Technical College/ Rock Hill,,,,SC,,,,,200,"$338,958.00 ",Regular
P042A220912,Black Hills State University,,,,SD,,,,,200,"$342,192.00 ",
P042A201275,Dakota Wesleyan University,,,,SD,,,,,160,"$292,905.00 ",Regular
P042A201186,Northern State University,,,,SD,,,,,165,"$335,096.00 ",Regular
P042A211680,Oglala Lakota College,,,,SD,,,,,206,"$358,761.00 ",Regular
P042A200408,South Dakota State University,,,,SD,,,,,160,"$280,024.00 ",Regular
P042A200602,University of South Dakota,,,,SD,,,,,144,"$261,888.00 ",Regular
P042A200054,Austin Peay State University,,,,TN,,,,,186,"$306,036.00 ",Regular
P042A200295,Columbia State Community College,,,,TN,,,,,145,"$261,820.00 ",Regular
P042A200510,Dyersburg State Community College,,,,TN,,,,,124,"$261,888.00 ",Regular
P042A200530,Dyersburg State Community College,,,,TN,,,,,124,"$261,888.00 ",STEM
P042A210378,East Tennessee State University,,,,TN,,,,,175,"$348,002.00 ",Regular
P042A220573,East Tennessee State University,,,,TN,,,,,120,"$261,888.00 ",
P042A200860,Fisk University,,,,TN,,,,,200,"$294,722.00 ",Regular
P042A200997,Lee University,,,,TN,,,,,140,"$261,881.00 ",Regular
P042A200735,Lincoln Memorial University,,,,TN,,,,,165,"$335,106.00 ",Regular
P042A201120,Maryville College,,,,TN,,,,,140,"$261,888.00 ",Regular
P042A200856,Middle Tennessee State University,,,,TN,,,,,175,"$294,725.00 ",Regular
P042A200763,Northeast State Community College,,,,TN,,,,,180,"$322,583.00 ",Regular
P042A201525,Pellissippi State Community College,,,,TN,,,,,160,"$294,725.00 ",Regular
P042A200298,Tusculum College,,,,TN,,,,,200,"$335,111.00 ",Regular
P042A200373,Tusculum College,,,,TN,,,,,140,"$261,888.00 ",Regular
P042A200802,University of Memphis,,,,TN,,,,,206,"$275,105.00 ",Regular
P042A200811,University of Memphis,,,,TN,,,,,124,"$261,888.00 ",STEM
P042A200511,University of Tennessee/ Chattanooga,,,,TN,,,,,200,"$338,961.00 ",Regular
P042A201558,Volunteer State Community College,,,,TN,,,,,200,"$275,105.00 ",Regular
P042A200557,Abilene Christian University,,,,TX,,,,,140,"$261,888.00 ",Regular
P042A201078,Amarillo College,,,,TX,,,,,100,"$212,582.00 ",Regular
P042A201161,Amarillo College/ West,,,,TX,,,,,140,"$261,888.00 ",STEM
P042A200843,Austin Community College,,,,TX,,,,,140,"$261,888.00 ",Regular
P042A201150,College of the Mainland,,,,TX,,,,,191,"$292,141.00 ",Regular
P042A201077,Dallas County Community College District/ Eastfield College,,,,TX,,,,,283,"$360,614.00 ",Regular
P042A200654,Del Mar College,,,,TX,,,,,160,"$261,888.00 ",Regular
P042A201927,El Paso Community College,,,,TX,,,,,600,"$707,647.00 ",Regular
P042A200366,Frank Phillips College,,,,TX,,,,,165,"$275,105.00 ",Regular
P042A200738,Galveston College,,,,TX,,,,,206,"$283,895.00 ",Regular
P042A200057,Grayson County Junior College District,,,,TX,,,,,140,"$261,888.00 ",Regular
P042A200948,Houston Baptist University,,,,TX,,,,,140,"$261,888.00 ",Regular
P042A200609,Kilgore Junior College District,,,,TX,,,,,160,"$274,396.00 ",Regular
P042A200218,Laredo Community College,,,,TX,,,,,300,"$309,443.00 ",Regular
P042A201450,Lee College,,,,TX,,,,,140,"$261,888.00 ",Regular
P042A201052,Lone Star College System,,,,TX,,,,,140,"$261,888.00 ",Regular
P042A201053,Lone Star College System,,,,TX,,,,,140,"$261,888.00 ",Regular
P042A201046,Lone Star College System,,,,TX,,,,,140,"$261,888.00 ",Regular
P042A201060,Lone Star College System/ North Harris,,,,TX,,,,,160,"$270,104.00 ",Regular
P042A201036,Lone Star College System/ Tomball,,,,TX,,,,,140,"$261,888.00 ",Regular
P042A200591,McLennan County Junior College District,,,,TX,,,,,240,"$383,175.00 ",Regular
P042A201146,McMurry University,,,,TX,,,,,140,"$261,888.00 ",Regular
P042A200033,Midwestern State University,,,,TX,,,,,165,"$261,888.00 ",Regular
P042A201873,Mountain View College,,,,TX,,,,,230,"$287,738.00 ",Regular
P042A200094,Navarro College,,,,TX,,,,,300,"$445,609.00 ",Regular
P042A200101,North Central Texas College,,,,TX,,,,,165,"$294,703.00 ",Regular
P042A210299,North Lake College,,,,TX,,,,,185,"$359,727.00 ",Regular
P042A201408,Palo Alto College,,,,TX,,,,,140,"$261,888.00 ",Regular
P042A221367,Paris Junior College,,,,TX,,,,,140,"$261,888.00 ",
P042A200701,Paul Quinn College,,,,TX,,,,,155,"$260,893.00 ",Regular
P042A200677,Ranger College,,,,TX,,,,,140,"$261,888.00 ",Regular
P042A201737,Richland College,,,,TX,,,,,270,"$348,002.00 ",Regular
P042A201366,Sam Houston State University,,,,TX,,,,,140,"$261,888.00 ",TeacherPrep
P042A200149,Sam Houston State University,,,,TX,,,,,165,"$275,105.00 ",Regular
P042A201156,San Antonio College,,,,TX,,,,,120,"$261,879.00 ",STEM
P042A201158,San Antonio College,,,,TX,,,,,120,"$261,786.00 ",Veterans
P042A200517,South Plains College,,,,TX,,,,,160,"$294,725.00 ",Regular
P042A200540,Southwest Texas Junior College,,,,TX,,,,,270,"$358,220.00 ",Regular
P042A200074,St. Mary's University Texas,,,,TX,,,,,140,"$261,887.00 ",Regular
P042A200759,Sul Ross State University,,,,TX,,,,,160,"$275,105.00 ",Regular
P042A200529,Tarleton State University,,,,TX,,,,,140,"$261,888.00 ",Regular
P042A201874,Tarrant County College,,,,TX,,,,,170,"$335,111.00 ",Regular
P042A201869,Tarrant County College District/ Trinity River,,,,TX,,,,,140,"$261,888.00 ",Regular
P042A210363,Texarkana College,,,,TX,,,,,225,"$302,989.00 ",Regular
P042A201741,Texas A&M International University,,,,TX,,,,,120,"$261,888.00 ",STEM
P042A201560,Texas A&M International University,,,,TX,,,,,160,"$294,725.00 ",Regular
P042A200800,Texas A&M University/ Commerce,,,,TX,,,,,425,"$573,365.00 ",Regular
P042A200293,Texas A&M University/ Corpus Christi,,,,TX,,,,,140,"$261,888.00 ",TeacherPrep
P042A200262,Texas A&M University/ Corpus Christi,,,,TX,,,,,120,"$261,888.00 ",STEM
P042A201944,Texas A&M University/ Kingsville,,,,TX,,,,,120,"$261,888.00 ",STEM
P042A201880,Texas A&M University/ Kingsville,,,,TX,,,,,240,"$346,161.00 ",Regular
P042A200810,Texas A&M University/ Texarkana,,,,TX,,,,,140,"$261,888.00 ",Regular
P042A200833,Texas Christian University,,,,TX,,,,,120,"$261,888.00 ",STEM
P042A200715,Texas Christian University,,,,TX,,,,,160,"$306,037.00 ",Regular
P042A201931,Texas Southern University,,,,TX,,,,,120,"$261,888.00 ",STEM
P042A201321,Texas Southern University,,,,TX,,,,,144,"$261,888.00 ",Regular
P042A201567,Texas State University,,,,TX,,,,,120,"$261,888.00 ",STEM
P042A201574,Texas State University/ San Marcos,,,,TX,,,,,200,"$338,972.00 ",Regular
P042A201770,Texas Tech University,,,,TX,,,,,140,"$261,888.00 ",Regular
P042A200578,Texas Woman's University,,,,TX,,,,,140,"$261,888.00 ",Regular
P042A200598,Texas Woman's University,,,,TX,,,,,120,"$261,888.00 ",STEM
P042A200627,Tyler Junior College,,,,TX,,,,,200,"$274,262.00 ",Regular
P042A200803,University of North Texas/ Wooten Hall,,,,TX,,,,,258,"$409,610.00 ",Regular
P042A200884,University of Texas/ Arlington,,,,TX,,,,,285,"$431,599.00 ",Regular
P042A201438,University of Texas/ El Paso,,,,TX,,,,,200,"$347,074.00 ",Regular
P042A201536,University of Texas/ Rio Grande Valley,,,,TX,,,,,275,"$348,002.00 ",Regular
P042A201553,University of Texas/ San Antonio,,,,TX,,,,,144,"$261,888.00 ",Regular
P042A201535,University of the Incarnate Word,,,,TX,,,,,200,"$279,815.00 ",Regular
P042A201003,Victoria County Junior College District,,,,TX,,,,,165,"$294,725.00 ",Regular
P042A201609,Weatherford College of the Parker County Community College District,,,,TX,,,,,160,"$294,722.00 ",Regular
P042A201023,Western Texas College,,,,TX,,,,,165,"$275,105.00 ",Regular
P042A200668,Wharton County Junior College District,,,,TX,,,,,144,"$261,018.00 ",Regular
P042A200072,Dixie State College of Utah,,,,UT,,,,,200,"$368,184.00 ",Regular
P042A200862,Salt Lake Community College,,,,UT,,,,,200,"$379,746.00 ",Regular
P042A200939,Salt Lake Community College,,,,UT,,,,,120,"$261,909.00 ",STEM
P042A200221,Snow College,,,,UT,,,,,200,"$405,860.00 ",Regular
P042A201051,Southern Utah University,,,,UT,,,,,160,"$338,972.00 ",Regular
P042A200618,University of Utah,,,,UT,,,,,225,"$393,334.00 ",Regular
P042A211272,Utah State University,,,,UT,,,,,196,"$348,002.00 ",Regular
P042A210854,Utah State University/ Blanding,,,,UT,,,,,185,"$380,461.00 ",Regular
P042A201665,Utah Valley University,,,,UT,,,,,150,"$292,897.00 ",Regular
P042A201508,Weber State University,,,,UT,,,,,120,"$261,888.00 ",STEM
P042A200368,Weber State University,,,,UT,,,,,285,"$477,506.00 ",Regular
P042A200870,Central Virginia Community College,,,,VA,,,,,140,"$261,888.00 ",Regular
P042A200564,Dabney S. Lancaster Community College,,,,VA,,,,,240,"$330,124.00 ",Regular
P042A210893,Hampton University,,,,VA,,,,,190,"$348,002.00 ",Regular
P042A200382,Lord Fairfax Community College,,,,VA,,,,,160,"$294,725.00 ",Regular
P042A200188,Mountain Empire Community College,,,,VA,,,,,175,"$344,628.00 ",Regular
P042A200742,Norfolk State University,,,,VA,,,,,140,"$261,888.00 ",TeacherPrep
P042A201673,Norfolk State University,,,,VA,,,,,412,"$500,720.00 ",Regular
P042A200257,Old Dominion University,,,,VA,,,,,210,"$376,155.00 ",Regular
P042A210543,Patrick Henry Community College,,,,VA,,,,,230,"$375,405.00 ",Regular
P042A200621,Paul D. Camp Community College,,,,VA,,,,,180,"$317,461.00 ",Regular
P042A201071,Rappahannock Community College,,,,VA,,,,,175,"$349,554.00 ",Regular
P042A210929,Southwest Virginia Community College,,,,VA,,,,,300,"$446,584.00 ",Regular
P042A210375,The Rector and Visitors of the University of Virginia,,,,VA,,,,,190,"$338,972.00 ",Regular
P042A200084,Thomas Nelson Community College,,,,VA,,,,,160,"$275,105.00 ",Regular
P042A200140,Tidewater Community College,,,,VA,,,,,206,"$335,111.00 ",Regular
P042A200358,Tidewater Community College,,,,VA,,,,,144,"$261,888.00 ",Regular
P042A201416,Virginia Commonwealth University,,,,VA,,,,,120,"$261,888.00 ",STEM
P042A201412,Virginia Commonwealth University,,,,VA,,,,,200,"$261,855.00 ",Regular
P042A201017,Virginia Highlands Community College,,,,VA,,,,,210,"$428,811.00 ",Regular
P042A201952,Virginia State University,,,,VA,,,,,140,"$261,888.00 ",Regular
P042A200093,Virginia Union University,,,,VA,,,,,140,"$261,888.00 ",Regular
P042A200758,Virginia Western Community College,,,,VA,,,,,250,"$334,753.00 ",Regular
P042A200070,Wytheville Community College,,,,VA,,,,,235,"$448,314.00 ",Regular
P042A200680,Castleton State College,,,,VT,,,,,230,"$348,003.00 ",Regular
P042A200645,Community College of Vermont,,,,VT,,,,,225,"$411,562.00 ",Regular
P042A200750,Johnson State College,,,,VT,,,,,235,"$468,403.00 ",Regular
P042A201410,Vermont Technical College,,,,VT,,,,,190,"$340,622.00 ",Regular
P042A200918,Bellevue College,,,,WA,,,,,160,"$294,725.00 ",Regular
P042A200850,Bellingham Technical College,,,,WA,,,,,140,"$261,888.00 ",Regular
P042A201005,Big Bend Community College,,,,WA,,,,,120,"$261,888.00 ",STEM
P042A211009,Big Bend Community College,,,,WA,,,,,190,"$335,053.00 ",Regular
P042A200675,Central Washington University,,,,WA,,,,,225,"$334,764.00 ",Regular
P042A201778,Centralia College,,,,WA,,,,,220,"$381,347.00 ",Regular
P042A200008,Columbia Basin College,,,,WA,,,,,200,"$347,603.00 ",Regular
P042A200782,Edmonds Community College,,,,WA,,,,,160,"$275,103.00 ",Regular
P042A201182,Everett Community College,,,,WA,,,,,140,"$261,888.00 ",Regular
P042A201183,Everett Community College,,,,WA,,,,,120,"$261,888.00 ",STEM
P042A200420,Evergreen State College,,,,WA,,,,,180,"$357,748.00 ",Regular
P042A200921,Grays Harbor College,,,,WA,,,,,160,"$275,105.00 ",Regular
P042A200925,Grays Harbor College,,,,WA,,,,,120,"$261,888.00 ",STEM
P042A201192,Green River College,,,,WA,,,,,120,"$261,888.00 ",STEM
P042A201191,Green River Community College,,,,WA,,,,,200,"$348,002.00 ",Regular
P042A200425,Heritage University,,,,WA,,,,,160,"$274,805.00 ",Regular
P042A200126,Highline College,,,,WA,,,,,145,"$261,888.00 ",Regular
P042A201169,Lake Washington Technical College,,,,WA,,,,,160,"$274,845.00 ",Disabled
P042A201022,Lake Washington Technical College,,,,WA,,,,,140,"$261,888.00 ",Regular
P042A211541,Lower Columbia College,,,,WA,,,,,227,"$425,585.00 ",Regular
P042A201083,Peirce College/ Fort Steilacoom,,,,WA,,,,,160,"$275,105.00 ",Regular
P042A201049,Seattle Central College,,,,WA,,,,,120,"$261,888.00 ",STEM
P042A200911,Seattle Central Community College,,,,WA,,,,,361,"$555,479.00 ",Regular
P042A200823,SEATTLE COLLEGES dba North Seattle Community College,,,,WA,,,,,140,"$261,888.00 ",Regular
P042A210857,Skagit Valley College,,,,WA,,,,,230,"$409,491.00 ",Regular
P042A200365,South Seattle College,,,,WA,,,,,191,"$351,623.00 ",Regular
P042A201170,The Evergreen State College,,,,WA,,,,,100,"$261,888.00 ",Disabled
P042A210161,University of Washington,,,,WA,,,,,300,"$529,949.00 ",Regular
P042A200176,University of Washington/ Seattle,,,,WA,,,,,120,"$261,888.00 ",STEM
P042A200953,Walla Walla Community College,,,,WA,,,,,265,"$436,920.00 ",Regular
P042A201576,Washington State University,,,,WA,,,,,140,"$261,888.00 ",Regular
P042A201552,Washington State University,,,,WA,,,,,120,"$261,888.00 ",STEM
P042A200179,Washington State University,,,,WA,,,,,120,"$261,888.00 ",STEM
P042A200216,Washington State University,,,,WA,,,,,140,"$261,888.00 ",TeacherPrep
P042A200761,Washington State University,,,,WA,,,,,160,"$275,105.00 ",Regular
P042A200662,Washington State University,,,,WA,,,,,120,"$261,888.00 ",Veterans
P042A201210,Wenatchee Valley College,,,,WA,,,,,140,"$261,887.00 ",Regular
P042A200847,Whatcom Community College,,,,WA,,,,,140,"$261,888.00 ",Regular
P042A200686,Yakima Valley Community College,,,,WA,,,,,200,"$352,353.00 ",Regular
P042A200830,Beloit College,,,,WI,,,,,129,"$335,110.00 ",Regular
P042A201637,Chippewa Valley Technical College,,,,WI,,,,,140,"$261,888.00 ",Regular
P042A200327,Gateway Technical College,,,,WI,,,,,100,"$261,888.00 ",Disabled
P042A200200,Lac Courte Oreilles Ojibwa Community College,,,,WI,,,,,160,"$338,836.00 ",Regular
P042A200145,Lakeshore Technical College,,,,WI,,,,,140,"$261,888.00 ",Regular
P042A201151,Madison Area Technical College,,,,WI,,,,,100,"$261,888.00 ",Disabled
P042A201148,Madison Area Technical College,,,,WI,,,,,140,"$261,888.00 ",Regular
P042A201497,"Marian University, Inc.",,,,WI,,,,,140,"$261,888.00 ",Regular
P042A201547,Marquette University,,,,WI,,,,,280,"$608,504.00 ",Regular
P042A200438,Moraine Park Technical College District,,,,WI,,,,,140,"$261,888.00 ",Regular
P042A201300,Mount Mary College,,,,WI,,,,,140,"$261,888.00 ",Regular
P042A200333,Ripon College,,,,WI,,,,,160,"$290,766.00 ",Regular
P042A201735,The Board of Regents of UW System on behalf of UW-Milwaukee,,,,WI,,,,,140,"$261,888.00 ",Regular
P042A201362,University of Wisconsin,,,,WI,,,,,165,"$261,730.00 ",STEM
P042A201568,University of Wisconsin/ Eau Claire,,,,WI,,,,,100,"$261,888.00 ",Disabled
P042A201564,University of Wisconsin/ Eau Claire,,,,WI,,,,,300,"$450,581.00 ",Regular
P042A200081,University of Wisconsin/ La Crosse,,,,WI,,,,,350,"$449,718.00 ",Regular
P042A201379,University of Wisconsin/ Madison,,,,WI,,,,,283,"$348,002.00 ",Regular
P042A201431,University of Wisconsin/ Milwaukee,,,,WI,,,,,250,"$364,535.00 ",Regular
P042A200162,University of Wisconsin/ Oshkosh,,,,WI,,,,,300,"$459,061.00 ",Regular
P042A200357,University of Wisconsin/ Oshkosh,,,,WI,,,,,120,"$261,888.00 ",STEM
P042A200112,University of Wisconsin/ Parkside,,,,WI,,,,,165,"$346,094.00 ",Regular
P042A200355,University of Wisconsin/ Platteville,,,,WI,,,,,300,"$435,812.00 ",Regular
P042A200369,University of Wisconsin/ Platteville,,,,WI,,,,,100,"$261,888.00 ",Disabled
P042A201278,University of Wisconsin/ River Falls,,,,WI,,,,,200,"$347,989.00 ",Regular
P042A200525,University of Wisconsin/ Stout,,,,WI,,,,,270,"$370,687.00 ",Regular
P042A200527,University of Wisconsin/ Stout,,,,WI,,,,,160,"$294,698.00 ",Disabled
P042A201708,University of Wisconsin/ Superior,,,,WI,,,,,160,"$348,002.00 ",Regular
P042A220278,University of Wisconsin/ Whitewater at Rock County,,,,WI,,,,,150,"$219,524.00 ",
P042A200403,Viterbo University,,,,WI,,,,,200,"$350,972.00 ",Regular
P042A210491,Concord University,,,,WV,,,,,206,"$357,411.00 ",Regular
P042A200671,Glenville State College,,,,WV,,,,,165,"$275,076.00 ",Regular
P042A200632,Marshall University,,,,WV,,,,,200,"$338,972.00 ",Regular
P042A200399,Shepherd University,,,,WV,,,,,165,"$261,888.00 ",Regular
P042A201821,West Virginia State University,,,,WV,,,,,250,"$338,972.00 ",Regular
P042A201429,West Virginia University,,,,WV,,,,,206,"$347,992.00 ",Regular
P042A201634,West Virginia University Institute of Technology,,,,WV,,,,,215,"$408,472.00 ",Regular
P042A210060,Central Wyoming College,,,,WY,,,,,375,"$450,613.00 ",Regular
P042A200362,Northern Wyoming Community College,,,,WY,,,,,140,"$261,888.00 ",Regular
P042A201943,Northwest College,,,,WY,,,,,165,"$293,952.00 ",Regular
P042A200344,University of Wyoming,,,,WY,,,,,230,"$445,410.00 ",Regular
,Total No. of Projects: 1162,,,,,,,,,"209,286","$367,195,716.00 ",
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Data as of December 2022,,,,,,,,,,,
